gene	transcript	cell_lines	overall_direction	myeloid_direction	myeloid_corr	myeloid_pval	myeloid_n	cns_direction	cns_corr	cns_pval	cns_n
HEXB	HEXB (ENST00000513539)	Myeloid	negative	negative	-0.45398209306479215	0.006156140141277581	72	not_significant	NA	NA	NA
HEXD	HEXD (ENST00000327949)	Myeloid	negative	negative	-0.396635274864181	0.018324898949681537	72	not_significant	NA	NA	NA
HEXD	HEXD (ENST00000581482)	Myeloid	negative	negative	-0.4065639856857998	0.015365883396483685	72	not_significant	NA	NA	NA
HEXIM2	HEXIM2 (ENST00000591070)	Myeloid	negative	negative	-0.35102892411771675	0.03867703271746576	72	not_significant	NA	NA	NA
HGD	HGD (ENST00000283871)	Myeloid	negative	negative	-0.3921964091949308	0.019793899215462984	72	not_significant	NA	NA	NA
HGS	HGS (ENST00000572392)	Myeloid	positive	positive	0.3933491040829182	0.01940331562258249	72	not_significant	NA	NA	NA
HGS	HGS (ENST00000677161)	Myeloid	positive	positive	0.37538310473015274	0.026275619187578383	72	not_significant	NA	NA	NA
HGS	HGS (ENST00000678055)	Myeloid	negative	negative	-0.3579750260273808	0.03473516247103749	72	not_significant	NA	NA	NA
HHIP-AS1	HHIP-AS1 (ENST00000512359)	Myeloid	positive	positive	0.3670710427778326	0.030074269987252048	72	not_significant	NA	NA	NA
HHIP-AS1	HHIP-AS1 (ENST00000665214)	Myeloid	positive	positive	0.3898007942264422	0.020626597694605425	72	not_significant	NA	NA	NA
HHLA2	HHLA2 (ENST00000463019)	Myeloid	negative	negative	-0.37206050199800644	0.02774365560382627	72	not_significant	NA	NA	NA
HHLA2	HHLA2 (ENST00000467282)	Myeloid	negative	negative	-0.3832655371633949	0.023047439066296246	72	not_significant	NA	NA	NA
HHLA2	HHLA2 (ENST00000467761)	Myeloid	negative	negative	-0.429969849472738	0.009938222915186125	72	not_significant	NA	NA	NA
HHLA2	HHLA2 (ENST00000482099)	Myeloid	negative	negative	-0.3429853422793687	0.04368652363866633	72	not_significant	NA	NA	NA
HHLA2	HHLA2 (ENST00000482430)	Myeloid	negative	negative	-0.33515708007820316	0.04905108928036048	72	not_significant	NA	NA	NA
HHLA2	HHLA2 (ENST00000619531)	Myeloid	negative	negative	-0.38029501280196537	0.024223099871454965	72	not_significant	NA	NA	NA
HIBCH	HIBCH (ENST00000399855)	Myeloid	positive	positive	0.3617135305825604	0.032752974963396714	72	not_significant	NA	NA	NA
HIC2	HIC2 (ENST00000443632)	Myeloid	positive	positive	0.40160672281035315	0.016788796714603624	72	not_significant	NA	NA	NA
HIF1A	HIF1A (ENST00000323441)	Myeloid	positive	positive	0.45198872140060015	0.006414096626847565	72	not_significant	NA	NA	NA
HIF1A	HIF1A (ENST00000337138)	Myeloid	positive	positive	0.3351749863936174	0.04903824336612207	72	not_significant	NA	NA	NA
HIF3A	HIF3A (ENST00000291300)	Myeloid	positive	positive	0.36229203448917185	0.03245466721718015	72	not_significant	NA	NA	NA
HIF3A	HIF3A (ENST00000526506)	Myeloid	positive	positive	0.3460606371040572	0.0417129198377849	72	not_significant	NA	NA	NA
HIF3A	HIF3A (ENST00000531043)	Myeloid	positive	positive	0.34959929178860166	0.039531663477909255	72	not_significant	NA	NA	NA
HIGD1A	HIGD1A (ENST00000418900)	Myeloid	positive	positive	0.3761316090379784	0.025953897827673898	72	not_significant	NA	NA	NA
HIGD1A	HIGD1A (ENST00000430190)	Myeloid	positive	positive	0.4434778164671482	0.007622416801680051	72	not_significant	NA	NA	NA
HIGD1A	HIGD1A (ENST00000452906)	Myeloid	positive	positive	0.6111832002672654	9.617107762214027e-5	72	not_significant	NA	NA	NA
HINT1	HINT1 (ENST00000675491)	Myeloid	positive	positive	0.4317901774329827	0.00959499766772926	72	not_significant	NA	NA	NA
HINT2	HINT2 (ENST00000259667)	Myeloid	negative	negative	-0.4372387019714104	0.008627245319775712	72	not_significant	NA	NA	NA
HIPK1	HIPK1 (ENST00000361587)	Myeloid	positive	positive	0.3819328286695482	0.02356891156828618	72	not_significant	NA	NA	NA
HIPK1	HIPK1 (ENST00000626993)	Myeloid	positive	positive	0.367787825493652	0.02972991083246901	72	not_significant	NA	NA	NA
HIVEP1	HIVEP1 (ENST00000379388)	Myeloid	positive	positive	0.5048970841900677	0.001979606891752115	72	not_significant	NA	NA	NA
HIVEP1	HIVEP1 (ENST00000399469)	Myeloid	positive	positive	0.40970965750551136	0.0145165493673147	72	not_significant	NA	NA	NA
HIVEP1	HIVEP1 (ENST00000478545)	Myeloid	positive	positive	0.3389423812042298	0.04639480573372334	72	not_significant	NA	NA	NA
HIVEP1	HIVEP1 (ENST00000484210)	Myeloid	positive	positive	0.3348915867127955	0.04924186922153354	72	not_significant	NA	NA	NA
HIVEP1	HIVEP1 (ENST00000491710)	Myeloid	positive	positive	0.34384281457427746	0.04312882251168626	72	not_significant	NA	NA	NA
HJURP	HJURP (ENST00000373395)	Myeloid	positive	positive	0.4475300231046029	0.007024837943510035	72	not_significant	NA	NA	NA
HJURP	HJURP (ENST00000411486)	Myeloid	positive	positive	0.34762721790211754	0.040735579987284345	72	not_significant	NA	NA	NA
HK3	HK3 (ENST00000514666)	Myeloid	negative	negative	-0.4163087510188732	0.012862416994483579	72	not_significant	NA	NA	NA
HLA-DMB	HLA-DMB (ENST00000414017)	Myeloid	negative	negative	-0.33928886996249846	0.046157547121167736	72	not_significant	NA	NA	NA
HLA-DOB	HLA-DOB (ENST00000447394)	Myeloid	positive	positive	0.42131965260744286	0.011715215656711428	72	not_significant	NA	NA	NA
HLA-DPB1	HLA-DPB1 (ENST00000416804)	Myeloid	negative	negative	-0.3480889569232415	0.04045107376077976	72	not_significant	NA	NA	NA
HLA-DQB2	HLA-DQB2 (ENST00000437316)	Myeloid	negative	negative	-0.3497704541932579	0.039428544754096996	72	not_significant	NA	NA	NA
HLA-G	HLA-G (ENST00000376818)	Myeloid	positive	positive	0.3344312721241802	0.04957405159645564	72	not_significant	NA	NA	NA
HLA-J	HLA-J (ENST00000494367)	Myeloid	positive	positive	0.39560063743534174	0.01865890112271864	72	not_significant	NA	NA	NA
HM13	HM13 (ENST00000398174)	Myeloid	negative	negative	-0.36461343165154175	0.03127986351578845	72	not_significant	NA	NA	NA
HMBOX1	HMBOX1 (ENST00000519047)	Myeloid	positive	positive	0.41570694577643524	0.013006360156362003	72	not_significant	NA	NA	NA
HMBS	HMBS (ENST00000542345)	Myeloid	positive	positive	0.39123267922564786	0.020125456202339888	72	not_significant	NA	NA	NA
HMBS	HMBS (ENST00000545901)	Myeloid	positive	positive	0.3714977584964552	0.0279988465182977	72	not_significant	NA	NA	NA
HMCES	HMCES (ENST00000511665)	Myeloid	positive	positive	0.3556827779798427	0.03599809412568694	72	not_significant	NA	NA	NA
HMG20A	HMG20A (ENST00000559728)	Myeloid	positive	positive	0.35982772267977975	0.033740977586024005	72	not_significant	NA	NA	NA
HMGB1	HMGB1 (ENST00000326004)	Myeloid	positive	positive	0.33721887808210066	0.04758956101574799	72	not_significant	NA	NA	NA
HMGB1	HMGB1 (ENST00000341423)	Myeloid	positive	positive	0.36061342762458776	0.033326422570833056	72	not_significant	NA	NA	NA
HMGB1	HMGB1 (ENST00000405805)	Myeloid	positive	positive	0.3523581591440684	0.03789590725463044	72	not_significant	NA	NA	NA
HMGB1	HMGB1 (ENST00000468384)	Myeloid	positive	positive	0.40210140878652273	0.01664202506909758	72	not_significant	NA	NA	NA
HMGB1P24	HMGB1P24 (ENST00000611897)	Myeloid	positive	positive	0.33456018672161814	0.04948084125641477	72	not_significant	NA	NA	NA
HMGB1P24	HMGB1P24 (ENST00000615653)	Myeloid	positive	positive	0.3970400484367126	0.01819559481381012	72	not_significant	NA	NA	NA
HMGB1P26	HMGB1P26 (ENST00000452520)	Myeloid	positive	positive	0.555074102222824	5.384397544947037e-4	72	not_significant	NA	NA	NA
HMGB1P3	HMGB1P3 (ENST00000502802)	Myeloid	positive	positive	0.3344298082272354	0.04957511085746713	72	not_significant	NA	NA	NA
HMGB1P35	HMGB1P35 (ENST00000503360)	Myeloid	positive	positive	0.40813553859037016	0.014936493113082037	72	not_significant	NA	NA	NA
HMGB3	HMGB3 (ENST00000325307)	Myeloid	positive	positive	0.3446472911585533	0.04261081939206852	72	not_significant	NA	NA	NA
HMGB3P1	HMGB3P1 (ENST00000393368)	Myeloid	positive	positive	0.4106870624763838	0.014260825707764309	72	not_significant	NA	NA	NA
HMGCR	HMGCR (ENST00000287936)	Myeloid	positive	positive	0.42876077621771086	0.010171911457829454	72	not_significant	NA	NA	NA
HMGCR	HMGCR (ENST00000509431)	Myeloid	positive	positive	0.44829750176854954	0.006916296548665442	72	not_significant	NA	NA	NA
HMGCR	HMGCR (ENST00000680160)	Myeloid	positive	positive	0.378507636294002	0.02495407831825504	72	not_significant	NA	NA	NA
HMGCR	HMGCR (ENST00000681567)	Myeloid	positive	positive	0.36940046326472775	0.02896696950054128	72	not_significant	NA	NA	NA
HMGCS1	HMGCS1 (ENST00000325110)	Myeloid	positive	positive	0.47333077005247887	0.004080812694029513	72	not_significant	NA	NA	NA
HMGCS1	HMGCS1 (ENST00000433297)	Myeloid	positive	positive	0.4917827690758128	0.0026958519396233136	72	not_significant	NA	NA	NA
HMGCS1	HMGCS1 (ENST00000507004)	Myeloid	positive	positive	0.47765775789915904	0.0037102558025449536	72	not_significant	NA	NA	NA
HMGCS1	HMGCS1 (ENST00000507293)	Myeloid	positive	positive	0.41912413517988856	0.012206735074434451	72	not_significant	NA	NA	NA
HMGCS1	HMGCS1 (ENST00000508319)	Myeloid	positive	positive	0.45749158354937886	0.005723594285326953	72	not_significant	NA	NA	NA
HMGCS1	HMGCS1 (ENST00000511774)	Myeloid	positive	positive	0.5265711414619768	0.001156023313427329	72	not_significant	NA	NA	NA
HMGCS1	HMGCS1 (ENST00000514610)	Myeloid	positive	positive	0.47274832851069265	0.004133057632715391	72	not_significant	NA	NA	NA
HMGN1	HMGN1 (ENST00000380747)	Myeloid	positive	positive	0.4585239221842945	0.005601441115656022	72	not_significant	NA	NA	NA
HMGN1	HMGN1 (ENST00000489072)	Myeloid	positive	positive	0.34974864337617406	0.03944167281052287	72	not_significant	NA	NA	NA
HMGN1	HMGN1 (ENST00000490032)	Myeloid	positive	positive	0.3446182723193683	0.04262941703057218	72	not_significant	NA	NA	NA
HMGN1P8	HMGN1P8 (ENST00000463578)	Myeloid	positive	positive	0.38722271868183317	0.02155504068612447	72	not_significant	NA	NA	NA
HMGN2P24	HMGN2P24 (ENST00000433516)	Myeloid	positive	positive	0.35413554722843393	0.03687146503290617	72	not_significant	NA	NA	NA
HMGN2P38	HMGN2P38 (ENST00000423806)	Myeloid	negative	negative	-0.3447775997615083	0.042527387637225814	72	not_significant	NA	NA	NA
HMGN3	HMGN3 (ENST00000344726)	Myeloid	positive	positive	0.3392092508480422	0.04621198001764245	72	not_significant	NA	NA	NA
HMGN5	HMGN5 (ENST00000451455)	Myeloid	positive	positive	0.38642999417759144	0.021847400501162625	72	not_significant	NA	NA	NA
HMGXB4	HMGXB4 (ENST00000498325)	Myeloid	positive	positive	0.42118927429021963	0.011743929084982783	72	not_significant	NA	NA	NA
HMOX2	HMOX2 (ENST00000575051)	Myeloid	positive	positive	0.34548412886287627	0.042077313724573226	72	not_significant	NA	NA	NA
HNF1A-AS1	HNF1A-AS1 (ENST00000647473)	Myeloid	positive	positive	0.4219990176671551	0.011566556730085479	72	not_significant	NA	NA	NA
HNF1B	HNF1B (ENST00000621123)	Myeloid	negative	negative	-0.4445949201558651	0.00745349479926795	72	not_significant	NA	NA	NA
HNRNPA1	HNRNPA1 (ENST00000340913)	Myeloid	positive	positive	0.33709025867946346	0.04767970133240489	72	not_significant	NA	NA	NA
HNRNPA1	HNRNPA1 (ENST00000550482)	Myeloid	positive	positive	0.39667150197579387	0.018313295111669646	72	not_significant	NA	NA	NA
HNRNPA1	HNRNPA1 (ENST00000676725)	Myeloid	positive	positive	0.34440694852799175	0.04276504798747263	72	not_significant	NA	NA	NA
HNRNPA1	HNRNPA1 (ENST00000677375)	Myeloid	positive	positive	0.36642305233483835	0.030388386074495028	72	not_significant	NA	NA	NA
HNRNPA1	HNRNPA1 (ENST00000679273)	Myeloid	positive	positive	0.3657725470269199	0.030706418950937484	72	not_significant	NA	NA	NA
HNRNPA1	HNRNPA1 (ENST00000679344)	Myeloid	positive	positive	0.4016599044677998	0.01677296611097662	72	not_significant	NA	NA	NA
HNRNPA1P12	HNRNPA1P12 (ENST00000515379)	Myeloid	positive	positive	0.4454761046694159	0.0073225147385307665	72	not_significant	NA	NA	NA
HNRNPA1P16	HNRNPA1P16 (ENST00000575692)	Myeloid	positive	positive	0.37717219703365773	0.025512034486963542	72	not_significant	NA	NA	NA
HNRNPA1P19	HNRNPA1P19 (ENST00000405292)	Myeloid	positive	positive	0.3676134678881489	0.029813377319281843	72	not_significant	NA	NA	NA
HNRNPA1P20	HNRNPA1P20 (ENST00000484852)	Myeloid	positive	positive	0.3689833959896295	0.02916272695204582	72	not_significant	NA	NA	NA
HNRNPA1P37	HNRNPA1P37 (ENST00000404243)	Myeloid	positive	positive	0.5142750982594297	0.0015753573906713435	72	not_significant	NA	NA	NA
HNRNPA1P48	HNRNPA1P48 (ENST00000565308)	Myeloid	positive	positive	0.3456226959350856	0.04198949597185742	72	not_significant	NA	NA	NA
HNRNPA1P68	HNRNPA1P68 (ENST00000425806)	Myeloid	positive	positive	0.49186794468484135	0.0026905546607459115	72	not_significant	NA	NA	NA
HNRNPA1P8	HNRNPA1P8 (ENST00000436090)	Myeloid	positive	positive	0.3623417241246211	0.0324291483931753	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000360787)	Myeloid	positive	positive	0.40037965023717964	0.017157547484399432	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000476233)	Myeloid	positive	positive	0.3954391968050349	0.01871147256445152	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000495810)	Myeloid	positive	positive	0.40427391878471636	0.016010102509089217	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000618183)	Myeloid	positive	positive	0.449223661902666	0.00678722840731653	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000676746)	Myeloid	positive	positive	0.42306728716286823	0.011336025958158014	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000676749)	Myeloid	positive	positive	0.42780429054688546	0.010360068699763508	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000677037)	Myeloid	positive	positive	0.42441150331639244	0.011051482011857655	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000677075)	Myeloid	positive	positive	0.3377276924973767	0.04723430683426948	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000677396)	Myeloid	positive	positive	0.43179641297574944	0.00959383949001819	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000677669)	Myeloid	positive	positive	0.3419686097891029	0.04435531717960669	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000678962)	Myeloid	positive	positive	0.37705713104433625	0.02556058755554354	72	not_significant	NA	NA	NA
HNRNPA2B1	HNRNPA2B1 (ENST00000678973)	Myeloid	positive	positive	0.45259874348433654	0.006334188974538997	72	not_significant	NA	NA	NA
HNRNPA3	HNRNPA3 (ENST00000483137)	Myeloid	positive	positive	0.3713437310245376	0.028069029598768343	72	not_significant	NA	NA	NA
HNRNPA3	HNRNPA3 (ENST00000677337)	Myeloid	positive	positive	0.3423537727118285	0.04410099937418811	72	not_significant	NA	NA	NA
HNRNPA3	HNRNPA3 (ENST00000678421)	Myeloid	positive	positive	0.33569977589540834	0.04866295568232052	72	not_significant	NA	NA	NA
HNRNPA3P2	HNRNPA3P2 (ENST00000451198)	Myeloid	positive	positive	0.36485725112160844	0.03115851778336508	72	not_significant	NA	NA	NA
HNRNPA3P9	HNRNPA3P9 (ENST00000604913)	Myeloid	positive	positive	0.33701737044068697	0.04773084429981605	72	not_significant	NA	NA	NA
HNRNPAB	HNRNPAB (ENST00000355836)	Myeloid	positive	positive	0.3422226610614421	0.04418743851549547	72	not_significant	NA	NA	NA
HNRNPC	HNRNPC (ENST00000553300)	Myeloid	positive	positive	0.466071843373702	0.00477451404753089	72	not_significant	NA	NA	NA
HNRNPC	HNRNPC (ENST00000553614)	Myeloid	positive	positive	0.3514575816789501	0.03842371977562575	72	not_significant	NA	NA	NA
HNRNPC	HNRNPC (ENST00000557201)	Myeloid	positive	positive	0.38430946333354526	0.022645668014575262	72	not_significant	NA	NA	NA
HNRNPCP7	HNRNPCP7 (ENST00000456056)	Myeloid	positive	positive	0.3509228458294262	0.03873992750058579	72	not_significant	NA	NA	NA
HNRNPCP8	HNRNPCP8 (ENST00000528764)	Myeloid	positive	positive	0.36640653496550424	0.030396427922330684	72	not_significant	NA	NA	NA
HNRNPD	HNRNPD (ENST00000313899)	Myeloid	positive	positive	0.33744376890291855	0.04743227907357811	72	not_significant	NA	NA	NA
HNRNPD	HNRNPD (ENST00000353341)	Myeloid	positive	positive	0.4342649122472016	0.009144579507690178	72	not_significant	NA	NA	NA
HNRNPD	HNRNPD (ENST00000509107)	Myeloid	positive	positive	0.33463037331181905	0.04943015254697016	72	not_significant	NA	NA	NA
HNRNPD	HNRNPD (ENST00000509263)	Myeloid	positive	positive	0.35499897486572296	0.0363819859320647	72	not_significant	NA	NA	NA
HNRNPDL	HNRNPDL (ENST00000602300)	Myeloid	positive	positive	0.472965351285974	0.0041135234961849525	72	not_significant	NA	NA	NA
HNRNPF	HNRNPF (ENST00000357065)	Myeloid	positive	positive	0.3979984860597839	0.01789245778882677	72	not_significant	NA	NA	NA
HNRNPF	HNRNPF (ENST00000443950)	Myeloid	positive	positive	0.3614357278852741	0.0328970184620138	72	not_significant	NA	NA	NA
HNRNPF	HNRNPF (ENST00000682386)	Myeloid	positive	positive	0.3395137582378901	0.04600407661249031	72	not_significant	NA	NA	NA
HNRNPH1	HNRNPH1 (ENST00000513230)	Myeloid	positive	positive	0.3382450784664691	0.04687525175643295	72	not_significant	NA	NA	NA
HNRNPH1	HNRNPH1 (ENST00000519707)	Myeloid	positive	positive	0.35623545260207273	0.03569023070795946	72	not_significant	NA	NA	NA
HNRNPH1	HNRNPH1 (ENST00000521720)	Myeloid	positive	positive	0.37845197560691496	0.02497713084882217	72	not_significant	NA	NA	NA
HNRNPH1	HNRNPH1 (ENST00000524179)	Myeloid	positive	positive	0.3678420850286983	0.029703975443457938	72	not_significant	NA	NA	NA
HNRNPH1	HNRNPH1 (ENST00000524180)	Myeloid	positive	positive	0.35742547796632296	0.035034602127308356	72	not_significant	NA	NA	NA
HNRNPH1P1	HNRNPH1P1 (ENST00000403291)	Myeloid	positive	positive	0.42360439678973016	0.011221595468067716	72	not_significant	NA	NA	NA
HNRNPH2	HNRNPH2 (ENST00000316594)	Myeloid	positive	positive	0.4295476862370077	0.01001929474657738	72	not_significant	NA	NA	NA
HNRNPH3	HNRNPH3 (ENST00000265866)	Myeloid	positive	positive	0.3844651105364829	0.02258626491099217	72	not_significant	NA	NA	NA
HNRNPH3	HNRNPH3 (ENST00000480987)	Myeloid	positive	positive	0.450614068270927	0.00659733940149023	72	not_significant	NA	NA	NA
HNRNPH3	HNRNPH3 (ENST00000481819)	Myeloid	positive	positive	0.3952058880421595	0.018787665316994034	72	not_significant	NA	NA	NA
HNRNPH3	HNRNPH3 (ENST00000490442)	Myeloid	positive	positive	0.3948712293167178	0.018897407968863363	72	not_significant	NA	NA	NA
HNRNPK	HNRNPK (ENST00000376281)	Myeloid	positive	positive	0.506094536504534	0.0019233930857463196	72	not_significant	NA	NA	NA
HNRNPL	HNRNPL (ENST00000600873)	Myeloid	positive	positive	0.3675830601957027	0.029827953394539326	72	not_significant	NA	NA	NA
HNRNPL	HNRNPL (ENST00000601664)	Myeloid	positive	positive	0.3505740544746624	0.03894731339097855	72	not_significant	NA	NA	NA
HNRNPLL	HNRNPLL (ENST00000425682)	Myeloid	positive	positive	0.3570718051385112	0.03522842136111966	72	not_significant	NA	NA	NA
HNRNPLL	HNRNPLL (ENST00000488099)	Myeloid	positive	positive	0.4271207156297725	0.01049634153204194	72	not_significant	NA	NA	NA
HNRNPM	HNRNPM (ENST00000325495)	Myeloid	positive	positive	0.4011215850935111	0.016933785993362666	72	not_significant	NA	NA	NA
HNRNPM	HNRNPM (ENST00000593293)	Myeloid	positive	positive	0.45672886356652587	0.005815308860734018	72	not_significant	NA	NA	NA
HNRNPM	HNRNPM (ENST00000598603)	Myeloid	positive	positive	0.42520341002976236	0.010886699972249612	72	not_significant	NA	NA	NA
HNRNPM	HNRNPM (ENST00000598999)	Myeloid	positive	positive	0.3894446217121175	0.02075285161442011	72	not_significant	NA	NA	NA
HNRNPM	HNRNPM (ENST00000600092)	Myeloid	positive	positive	0.4255964175874147	0.010805697862343956	72	not_significant	NA	NA	NA
HNRNPM	HNRNPM (ENST00000600806)	Myeloid	positive	positive	0.3566089239530372	0.03548340610406936	72	not_significant	NA	NA	NA
HNRNPR	HNRNPR (ENST00000374616)	Myeloid	positive	positive	0.375779906568604	0.026104659459081907	72	not_significant	NA	NA	NA
HNRNPR	HNRNPR (ENST00000470941)	Myeloid	positive	positive	0.37150337340420186	0.027996290795644085	72	not_significant	NA	NA	NA
HNRNPR	HNRNPR (ENST00000476451)	Myeloid	positive	positive	0.3823141590877778	0.023418714488178494	72	not_significant	NA	NA	NA
